id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
722,2020,Chennai,2020-05-21,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,wickets,1,Punjab Kings,0,1,R Ashwin,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
723,2020,Indore,2020-05-14,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,runs,0,Royal Challengers Bangalore,67,0,YS Chahal,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
724,2020,Mumbai,2020-04-19,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Punjab Kings,0,1,BB McCullum,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
725,2020,Chennai,2020-05-18,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,runs,0,Chennai Super Kings,80,0,Rashid Khan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
726,2020,Bangalore,2020-05-30,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,3,SK Raina,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
727,2020,Hyderabad,2020-04-12,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,wickets,0,Punjab Kings,0,6,RG Sharma,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
728,2020,Delhi,2020-04-18,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,wickets,0,Punjab Kings,0,6,AM Rahane,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
729,2021,Jaipur,2021-05-28,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Rajasthan Royals,40,0,AB de Villiers,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
730,2021,Mohali,2021-05-25,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,50,0,A Mishra,"Eden Gardens, Kolkata",Umpire A,Umpire B
731,2021,Pune,2021-05-17,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,35,0,LH Ferguson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
732,2021,Delhi,2021-05-26,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,wickets,0,Punjab Kings,0,8,SS Iyer,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
733,2021,Chennai,2021-04-15,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,wickets,0,Kolkata Knight Riders,0,2,SV Samson,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
734,2021,Pune,2021-05-25,Chennai Super Kings,Punjab Kings,Punjab Kings,field,wickets,0,Chennai Super Kings,0,7,S Dhawan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
735,2021,Bangalore,2021-04-29,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,9,DJ Bravo,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
736,2021,Mohali,2021-05-25,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,18,0,CH Gayle,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
737,2021,Delhi,2021-04-30,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,runs,0,Punjab Kings,62,0,F du Plessis,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
738,2021,Jaipur,2021-05-21,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,runs,0,Kolkata Knight Riders,1,0,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
739,2021,Bangalore,2021-04-23,Punjab Kings,Delhi Capitals,Punjab Kings,field,runs,0,Delhi Capitals,56,0,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
740,2021,Mohali,2021-04-27,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,wickets,0,Delhi Capitals,0,6,JJ Bumrah,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
741,2021,Mohali,2021-04-13,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Chennai Super Kings,56,0,RP Singh,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
742,2021,Jaipur,2021-05-13,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,3,DJ Bravo,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
743,2021,Chennai,2021-04-14,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,wickets,0,Rajasthan Royals,0,7,AB de Villiers,"Eden Gardens, Kolkata",Umpire A,Umpire B
744,2021,Hyderabad,2021-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,runs,0,Rajasthan Royals,77,0,PP Chawla,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
745,2021,Pune,2021-05-16,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,runs,0,Rajasthan Royals,15,0,SV Samson,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
746,2021,Mumbai,2021-04-14,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,17,0,SS Iyer,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
747,2021,Mohali,2021-05-11,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,wickets,0,Mumbai Indians,0,4,JJ Bumrah,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
748,2021,Bangalore,2021-04-15,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,runs,0,Kolkata Knight Riders,45,0,PA Patel,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
749,2021,Kolkata,2021-05-21,Mumbai Indians,Punjab Kings,Punjab Kings,bat,wickets,0,Punjab Kings,0,2,RA Tripathi,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
750,2021,Visakhapatnam,2021-05-17,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,runs,0,Mumbai Indians,47,0,I Sharma,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
751,2021,Mumbai,2021-04-16,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Royal Challengers Bangalore,78,0,MM Sharma,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
752,2021,Pune,2021-04-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,4,AM Rahane,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
753,2021,Chennai,2021-05-26,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,2,PP Chawla,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
754,2021,Pune,2021-05-25,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,73,0,BB McCullum,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
755,2021,Kolkata,2021-04-28,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,runs,0,Delhi Capitals,35,0,V Kohli,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
756,2021,Visakhapatnam,2021-04-17,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,5,KL Rahul,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
757,2021,Indore,2021-04-27,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,wickets,0,Kolkata Knight Riders,0,5,SV Samson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
758,2021,Pune,2021-05-29,Punjab Kings,Delhi Capitals,Delhi Capitals,field,wickets,0,Punjab Kings,0,9,S Dhawan,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
759,2021,Delhi,2021-04-22,Mumbai Indians,Punjab Kings,Mumbai Indians,field,wickets,0,Mumbai Indians,0,5,RG Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
760,2021,Indore,2021-04-24,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,runs,0,Sunrisers Hyderabad,27,0,RV Uthappa,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
761,2021,Kolkata,2021-05-15,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,8,BB McCullum,"Eden Gardens, Kolkata",Umpire A,Umpire B
762,2021,Kolkata,2021-05-17,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,wickets,0,Kolkata Knight Riders,0,4,SK Raina,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
763,2021,Mumbai,2021-04-14,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,runs,0,Rajasthan Royals,3,0,SP Narine,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
764,2021,Pune,2021-04-16,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,2,Q de Kock,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
765,2021,Visakhapatnam,2021-05-30,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,wickets,0,Rajasthan Royals,0,4,P Kumar,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
766,2021,Mumbai,2021-04-17,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,runs,0,Rajasthan Royals,54,0,JP Duminy,"Eden Gardens, Kolkata",Umpire A,Umpire B
767,2021,Kolkata,2021-04-13,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,wickets,1,Delhi Capitals,0,2,KL Rahul,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
768,2021,Ahmedabad,2021-04-23,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,runs,0,Sunrisers Hyderabad,11,0,AM Rahane,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
769,2021,Chennai,2021-05-21,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,wickets,0,Punjab Kings,0,5,SS Iyer,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
770,2021,Pune,2021-04-13,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,runs,0,Chennai Super Kings,50,0,PP Chawla,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
771,2021,Mohali,2021-05-25,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,runs,0,Sunrisers Hyderabad,50,0,Harbhajan Singh,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
772,2021,Visakhapatnam,2021-05-27,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,0,Rajasthan Royals,71,0,YS Chahal,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
773,2021,Mumbai,2021-04-21,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,4,F du Plessis,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
774,2021,Jaipur,2021-05-17,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,wickets,0,Mumbai Indians,0,3,AM Rahane,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
775,2021,Mohali,2021-04-28,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,4,0,CH Gayle,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
776,2021,Ahmedabad,2021-04-15,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,10,0,SL Malinga,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
777,2021,Delhi,2021-04-11,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,0,8,KL Rahul,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
778,2021,Visakhapatnam,2021-05-28,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,runs,0,Mumbai Indians,55,0,RP Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
779,2021,Hyderabad,2021-04-17,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,0,3,MJ McClenaghan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
780,2021,Kolkata,2021-05-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,7,CH Gayle,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
781,2021,Bangalore,2021-04-27,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,wickets,0,Mumbai Indians,0,6,HH Pandya,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
782,2021,Delhi,2021-04-28,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,wickets,1,Royal Challengers Bangalore,0,1,MS Dhoni,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
783,2021,Delhi,2021-04-20,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,wickets,0,Delhi Capitals,0,1,RV Uthappa,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
784,2021,Visakhapatnam,2021-04-28,Punjab Kings,Chennai Super Kings,Punjab Kings,field,wickets,0,Chennai Super Kings,0,9,AM Rahane,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
785,2022,Pune,2022-04-30,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,wickets,0,Delhi Capitals,0,2,JP Duminy,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
786,2022,Hyderabad,2022-05-17,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,runs,0,Kolkata Knight Riders,47,0,DA Warner,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
787,2022,Visakhapatnam,2022-05-13,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,0,3,MS Dhoni,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
788,2022,Chennai,2022-05-18,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,wickets,1,Sunrisers Hyderabad,0,6,G Gambhir,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
789,2022,Hyderabad,2022-04-24,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Delhi Capitals,37,0,MJ McClenaghan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
790,2022,Ahmedabad,2022-04-17,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,wickets,0,Punjab Kings,0,5,SP Narine,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
791,2022,Chennai,2022-05-24,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,runs,0,Mumbai Indians,73,0,JP Duminy,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
792,2022,Hyderabad,2022-05-20,Punjab Kings,Delhi Capitals,Delhi Capitals,field,runs,0,Punjab Kings,14,0,BB McCullum,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
793,2022,Kolkata,2022-04-30,Punjab Kings,Delhi Capitals,Punjab Kings,field,runs,0,Punjab Kings,5,0,PP Chawla,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
794,2022,Mumbai,2022-04-23,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,8,F du Plessis,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
795,2022,Hyderabad,2022-04-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,runs,0,Chennai Super Kings,39,0,DL Chahar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
796,2022,Jaipur,2022-04-23,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,runs,0,Chennai Super Kings,45,0,PP Chawla,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
797,2022,Indore,2022-04-14,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,wickets,0,Lucknow Super Giants,0,3,PA Patel,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
798,2022,Kolkata,2022-05-30,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,runs,1,Delhi Capitals,1,0,LH Ferguson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
799,2022,Hyderabad,2022-05-16,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,wickets,1,Mumbai Indians,0,3,F du Plessis,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
800,2022,Chennai,2022-05-30,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,runs,1,Lucknow Super Giants,40,0,P Kumar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
801,2022,Kolkata,2022-05-21,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,0,6,A Kumble,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
802,2022,Pune,2022-04-12,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,7,MJ McClenaghan,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
803,2022,Indore,2022-04-19,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,wickets,0,Chennai Super Kings,0,9,DW Steyn,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
804,2022,Mohali,2022-05-30,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,runs,0,Royal Challengers Bangalore,61,0,A Kumble,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
805,2022,Hyderabad,2022-04-10,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,34,0,A Mishra,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
806,2022,Mohali,2022-04-28,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,wickets,1,Rajasthan Royals,0,9,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
807,2022,Indore,2022-04-22,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,wickets,0,Gujarat Titans,0,7,M Vijay,"Eden Gardens, Kolkata",Umpire A,Umpire B
808,2022,Chennai,2022-05-30,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,0,3,LH Ferguson,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
809,2022,Indore,2022-04-10,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Gujarat Titans,56,0,MM Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
810,2022,Bangalore,2022-04-19,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Gujarat Titans,0,6,SP Narine,"Eden Gardens, Kolkata",Umpire A,Umpire B
811,2022,Indore,2022-04-13,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,19,0,MM Sharma,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
812,2022,Chennai,2022-05-16,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,runs,0,Chennai Super Kings,24,0,Harbhajan Singh,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
813,2022,Indore,2022-05-20,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,2,SL Malinga,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
814,2022,Mohali,2022-05-29,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,wickets,0,Delhi Capitals,0,1,KS Williamson,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
815,2022,Visakhapatnam,2022-04-16,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,0,Mumbai Indians,0,9,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
816,2022,Delhi,2022-04-12,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,runs,0,Chennai Super Kings,17,0,PP Chawla,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
817,2022,Delhi,2022-04-18,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,1,Sunrisers Hyderabad,0,7,G Gambhir,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
818,2022,Ahmedabad,2022-05-29,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,runs,0,Sunrisers Hyderabad,58,0,SS Iyer,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
819,2022,Kolkata,2022-05-28,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,wickets,0,Lucknow Super Giants,0,2,DA Warner,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
820,2022,Kolkata,2022-04-12,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,runs,0,Lucknow Super Giants,42,0,KS Williamson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
821,2022,Bangalore,2022-05-17,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,runs,0,Punjab Kings,2,0,A Kumble,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
822,2022,Indore,2022-05-20,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,2,SL Malinga,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
823,2022,Chennai,2022-05-15,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,runs,0,Lucknow Super Giants,36,0,KL Rahul,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
824,2022,Jaipur,2022-04-22,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,runs,0,Rajasthan Royals,74,0,HH Pandya,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
825,2022,Pune,2022-05-20,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,runs,0,Gujarat Titans,13,0,AT Rayudu,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
826,2022,Indore,2022-05-29,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Rajasthan Royals,59,0,KL Rahul,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
827,2022,Kolkata,2022-04-21,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,7,MS Dhoni,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
828,2022,Delhi,2022-05-18,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,runs,0,Gujarat Titans,39,0,Q de Kock,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
829,2022,Indore,2022-04-28,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,wickets,0,Delhi Capitals,0,7,KL Rahul,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
830,2022,Mohali,2022-04-30,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,runs,0,Delhi Capitals,38,0,Rashid Khan,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
831,2022,Hyderabad,2022-05-13,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,28,0,BB McCullum,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
832,2022,Kolkata,2022-05-22,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,wickets,1,Gujarat Titans,0,9,JP Duminy,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
833,2022,Indore,2022-04-14,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,runs,0,Lucknow Super Giants,55,0,AT Rayudu,"Eden Gardens, Kolkata",Umpire A,Umpire B
834,2022,Indore,2022-05-21,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,runs,0,Lucknow Super Giants,4,0,DL Chahar,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
835,2022,Visakhapatnam,2022-04-24,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,runs,0,Gujarat Titans,65,0,Q de Kock,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
836,2022,Ahmedabad,2022-05-26,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,runs,0,Chennai Super Kings,52,0,SS Iyer,"Eden Gardens, Kolkata",Umpire A,Umpire B
837,2022,Delhi,2022-04-27,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,runs,0,Mumbai Indians,5,0,SV Samson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
838,2022,Bangalore,2022-04-21,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,runs,0,Royal Challengers Bangalore,35,0,SR Watson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
839,2022,Pune,2022-04-20,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,wickets,0,Lucknow Super Giants,0,8,SV Samson,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
840,2022,Mohali,2022-04-18,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Kolkata Knight Riders,0,8,RG Sharma,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
841,2022,Chennai,2022-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,wickets,0,Kolkata Knight Riders,0,4,DA Warner,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
842,2022,Jaipur,2022-05-25,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,43,0,KS Williamson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
843,2022,Delhi,2022-04-14,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,wickets,1,Mumbai Indians,0,8,A Mishra,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
844,2022,Bangalore,2022-04-22,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,56,0,MS Dhoni,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
